79999 6
1	27	1.16240502355	772	5	5	1	1 150
2	1	1.29422592411	771	6	6	1	0
3	63	0.884284750093	769	1	1	1	0
4	4	1.21680461673	768	5	5	1	0
5	6	1.28522120072	770	5	5	1	0
6	77	1.04803506575	769	1	1	1	0
7	3	1.13482383357	771	5	5	1	0
8	50	1.31041129965	768	5	5	1	0
9	918	1.26179286282	769	5	5	1	0
10	1234	1.34595621716	770	5	5	1	0
11	993	1.23124719688	772	2	2	1	2 150 473
12	173	1.06388068146	770	5	5	1	0
13	1607	0.890134449693	768	2	2	1	0
14	239	1.37591779892	771	6	6	1	0
15	215	1.35874048234	770	5	5	1	0
16	494	1.31025568793	768	4	4	1	0
17	550	1.20343637606	772	1	1	1	1 150
18	25	1.1554347975	772	6	6	1	2 150 473
19	790	1.14651149198	771	4	4	1	2 150 473
20	214	0.973194873196	772	1	1	1	2 150 473
21	210	1.03943172074	768	2	2	1	0
22	227	1.34053089502	771	4	4	1	0
23	1275	1.10760795178	772	5	5	1	2 150 473
24	1930	1.29269860276	771	2	2	1	0
25	565	1.20340390632	769	6	6	1	0
26	4499	0.862945892037	767	4	4	1	0
27	1518	1.16526479374	769	1	1	1	0
28	174	1.07880894357	770	6	6	1	0
29	820	1.30773545311	772	5	5	1	1 150
30	1056	1.13757444719	772	3	3	1	1 150
31	2079	1.5070162887	769	1	1	1	0
32	264	1.25698398817	772	5	5	1	2 150 473
33	1789	1.47436633116	768	6	6	1	0
34	1399	1.03573405673	771	5	5	1	2 150 473
35	1697	0.478143965149	770	2	2	1	0
36	728	1.41847554174	767	6	6	1	0
37	540	1.1131109301	771	3	3	1	0
38	937	0.978632541996	769	1	1	1	0
39	629	0.893080411408	771	6	6	1	2 150 473
40	799	0.90091917688	771	2	2	1	0
41	1323	1.50593240388	767	2	2	1	0
42	1956	1.25131091236	769	5	5	1	0
43	1989	1.59830381595	772	2	2	1	1 150
44	2032	0.71434831608	768	6	6	1	0
45	1594	1.29412665413	768	3	3	1	0
46	1349	1.08511588541	772	1	1	1	1 150
47	2081	0.877652424223	768	5	5	1	0
48	994	0.876582948071	770	1	1	1	0
49	1564	1.13404559392	768	1	1	1	0
50	353	1.15396906808	772	6	6	1	2 150 473
51	269	1.59359531963	771	3	3	1	2 150 473
52	210	1.07735321949	769	6	6	1	0
53	853	1.21454998622	767	2	2	1	0
54	1163	1.35011339462	768	3	3	1	0
55	1204	1.18295858767	770	4	4	1	0
56	1369	1.43138678011	772	5	5	1	2 150 473
57	91	1.13242917125	767	5	5	1	0
58	3014	1.21415789687	770	5	5	1	0
59	682	1.25578756149	771	4	4	1	0
60	141	1.32190051166	770	6	6	1	0
61	11	0.937758141784	771	5	5	1	1 150
62	972	1.21163266161	770	5	5	1	0
63	733	1.06067623096	772	1	1	1	1 150
64	315	1.05139223551	770	5	5	1	0
65	567	1.09560156171	770	5	5	1	0
66	1	1.05555532284	769	1	1	1	0
67	407	1.06230872238	770	4	4	1	0
68	599	1.50021034441	769	6	6	1	0
69	1375	1.23957729963	770	6	6	1	0
70	228	1.36060826851	768	3	3	1	0
71	1255	1.15818983719	768	6	6	1	0
72	375	1.16959330337	768	5	5	1	0
73	1607	1.07234002938	770	6	6	1	0
74	901	1.08540334398	770	1	1	1	0
75	1632	1.21665467343	769	5	5	1	0
76	1281	1.30504624818	767	5	5	1	0
77	1710	1.01752437065	771	5	5	1	0
78	1490	1.10748701554	772	2	2	1	2 150 473
79	1683	1.48937574727	772	3	3	1	2 150 473
80	1684	1.01808661942	772	5	5	1	1 150
81	1544	1.20164334028	772	6	6	1	1 150
82	20	1.12890549689	772	6	6	1	1 150
83	817	1.3381231179	770	5	5	1	0
84	1567	1.63659753555	769	5	5	1	0
85	525	1.14606976874	771	5	5	1	0
86	526	1.06465194802	768	6	6	1	0
87	29	1.39356731557	771	4	4	1	2 150 473
88	811	0.731400388578	772	6	6	1	2 150 473
89	1491	1.29773457304	772	5	5	1	2 150 473
90	404	1.46079114735	770	2	2	1	0
91	332	1.00420820735	772	5	5	1	1 150
92	535	1.05325607009	770	5	5	1	0
93	673	1.16986247097	769	1	1	1	0
94	909	1.12019573533	770	5	5	1	0
95	562	1.11365020211	772	1	1	1	2 150 473
96	362	1.25642718385	772	1	1	1	2 150 473
97	988	1.24440226979	771	3	3	1	0
98	957	1.35096744947	767	5	5	1	0
99	852	1.17746557496	770	3	3	1	0
100	627	1.23681678075	769	1	1	1	0
101	248	1.34385386995	770	5	5	1	0
102	444	1.49409304199	772	5	5	1	2 150 473
103	597	1.09637062937	768	5	5	1	0
104	516	0.937473394903	771	6	6	1	0
105	950	1.30663513912	767	4	4	1	0
106	1064	1.32347463184	768	2	2	1	0
107	234	0.854383023786	771	6	6	1	0
108	750	1.21929464079	768	3	3	1	0
109	714	1.31624349239	771	6	6	1	2 150 473
110	1223	0.888666475905	767	5	5	1	0
111	1233	0.976458026802	767	1	1	1	0
112	1121	1.33474374949	771	1	1	1	0
113	1153	1.25585505358	767	5	5	1	0
114	516	1.3072402555	770	5	5	1	0
115	1588	1.26002937357	772	5	5	1	1 150
116	168	1.22658779769	770	5	5	1	0
117	862	1.13521145216	771	5	5	1	0
118	819	1.07787193499	767	3	3	1	0
119	928	1.41455081881	770	6	6	1	0
120	754	0.87023033667	770	1	1	1	0
121	240	1.27863600449	770	2	2	1	0
122	864	1.07717203572	769	6	6	1	0
123	419	1.24623624364	769	1	1	1	0
124	268	0.869493619934	772	1	1	1	1 150
125	784	1.00153801764	767	2	2	1	0
126	107	1.39166379874	767	1	1	1	0
127	322	1.04729244539	772	1	1	1	2 150 473
128	5	1.2468437275	768	4	4	1	0
129	444	1.39911586668	767	2	2	1	0
130	2920	1.21054600859	768	1	1	1	0
131	638	1.23197675838	771	3	3	1	1 150
132	458	1.11386014978	772	1	1	1	2 150 473
133	2463	1.5511356483	767	4	4	1	0
134	50	1.45295958135	769	6	6	1	0
135	1040	1.02255766614	767	2	2	1	0
136	707	1.50543651577	768	1	1	1	0
137	27	1.28187172103	768	6	6	1	0
138	209	1.79933762939	770	6	6	1	0
139	210	1.07225862491	769	5	5	1	0
140	857	1.14626320923	768	5	5	1	0
141	2188	1.52363029055	770	2	2	1	0
142	42	1.51519288433	767	5	5	1	0
143	579	1.45843787502	767	6	6	1	0
144	3155	1.09163130786	772	3	3	1	1 150
145	643	1.70520117199	768	5	5	1	0
146	1345	1.09361771958	769	3	3	1	0
147	587	1.38965787598	771	5	5	1	0
148	3306	0.990311829999	772	5	5	1	1 150
149	1633	1.19672502513	772	5	5	1	2 150 473
150	663	1.26390555825	768	6	6	1	0
151	1435	1.1663213573	771	3	3	1	0
152	770	1.30708064694	772	5	5	1	1 150
153	979	1.04484425	767	5	5	1	0
154	594	0.690752760041	771	4	4	1	0
155	1191	1.48955906544	772	1	1	1	2 150 473
156	2087	1.16079239349	769	6	6	1	0
157	73	1.46232332356	768	1	1	1	0
158	460	0.962952887093	770	5	5	1	0
159	1450	1.38291401538	769	4	4	1	0
160	2399	0.747388654327	768	4	4	1	0
161	101	1.39169815486	769	4	4	1	0
162	561	1.11835642329	769	3	3	1	0
163	656	0.917669727486	770	2	2	1	0
164	1447	1.13601532356	770	1	1	1	0
165	694	1.27835790288	768	5	5	1	0
166	1659	1.30779955249	769	1	1	1	0
167	1350	1.60118093834	772	5	5	1	1 150
168	894	1.43353573092	768	5	5	1	0
169	315	1.09539211077	770	3	3	1	0
170	688	0.935087454312	767	5	5	1	0
171	523	0.985565161329	771	5	5	1	0
172	803	1.05051263745	769	6	6	1	0
173	1019	1.05737063353	767	1	1	1	0
174	2222	1.53274895727	768	4	4	1	0
175	2660	1.25777671376	768	1	1	1	0
176	549	1.22146787185	772	5	5	1	2 150 473
177	55	1.24698907939	769	6	6	1	0
178	1027	1.15326850181	768	2	2	1	0
179	1157	1.38081376042	769	1	1	1	0
180	250	0.935851429175	772	4	4	1	1 150
181	622	1.08848283657	770	2	2	1	0
182	2832	1.39814240983	770	3	3	1	0
183	1003	1.17881102209	771	6	6	1	0
184	1864	0.964335381348	769	5	5	1	0
185	489	1.3418312396	769	2	2	1	0
186	1519	1.19367474535	770	1	1	1	0
187	923	1.32443135821	767	4	4	1	0
188	355	1.28683519063	768	6	6	1	0
189	659	1.1366813555	769	5	5	1	0
190	1711	1.10744822412	768	6	6	1	0
191	738	1.31200810422	770	4	4	1	0
192	864	1.11039882472	769	1	1	1	0
193	1442	1.07543263055	772	1	1	1	2 150 473
194	161	1.70443210425	770	6	6	1	0
195	913	1.17900337501	769	4	4	1	0
196	683	1.21123388547	769	5	5	1	0
197	515	1.72648938744	771	5	5	1	0
198	590	1.15675332118	769	2	2	1	0
199	78	1.08065223132	770	1	1	1	0
200	2379	1.23436714769	767	5	5	1	0
201	1899	1.22458155077	769	5	5	1	0
202	727	1.16689618924	768	6	6	1	0
203	338	1.15738187168	767	1	1	1	0
204	671	1.12596790004	770	5	5	1	0
205	536	1.54708221122	769	1	1	1	0
206	402	1.22144242407	770	1	1	1	0
207	1182	1.04836854486	771	1	1	1	0
208	485	0.983577553461	772	6	6	1	2 150 473
209	508	1.29437415918	769	6	6	1	0
210	194	1.26696248228	768	5	5	1	0
211	582	1.34101159126	769	4	4	1	0
212	977	1.20076450653	771	6	6	1	1 150
213	1150	1.17204523163	772	5	5	1	1 150
214	1644	1.37454009462	771	2	2	1	1 150
215	476	1.07737667666	768	1	1	1	0
216	352	1.34951730629	772	1	1	1	1 150
