80000 6
1	3559	1.26400533715	462	5	5
2	2071	1.11342650608	319	4	4
3	3336	1.40577818676	462	1	1
4	90	1.01004600787	58	2	2
5	2677	1.32161608133	462	2	2
6	951	1.21411692042	50	2	2
7	914	1.1532994932	762	2	2
8	3374	1.13177333141	341	4	4
9	3629	1.15145965504	762	3	3
10	2839	1.23745943181	762	4	4
11	3100	1.00257117807	762	4	4
12	1344	1.00590018614	501	2	2
13	2628	1.03478110614	462	5	5
14	2332	1.17439898594	598	4	4
15	4098	1.28872544678	150	4	4
16	2556	1.13989112335	462	6	6
17	128	1.03483918678	383	5	5
18	1470	0.985689349101	598	5	5
19	2738	1.30365945418	462	5	5
20	1537	1.11494622859	762	3	3
21	5384	1.12346939151	762	6	6
22	801	1.17821477359	380	6	6
23	4078	0.944116318322	762	1	1
24	771	1.28757709544	762	3	3
25	4333	0.950608408147	462	3	3
26	3831	1.32992924773	58	3	3
27	1064	1.17406280317	383	3	3
28	451	1.04429796384	506	1	1
29	2471	1.36619215599	501	2	2
30	3165	1.11373900136	762	3	3
31	4305	1.03185654203	341	4	4
32	2105	1.39855322699	319	2	2
33	3830	1.22858462326	501	2	2
34	1369	1.23704771316	762	6	6
35	2858	1.23060437679	462	6	6
36	3161	1.40000251777	319	5	5
37	3223	0.94503360202	462	5	5
38	1858	1.36459968449	341	6	6
39	681	1.22378976604	501	3	3
40	4523	1.26214356833	489	6	6
41	56	1.01372911144	506	2	2
42	1571	1.11157439483	383	3	3
43	3605	1.1846953243	462	3	3
44	2613	1.18033127466	598	4	4
45	3384	1.14947833119	762	5	5
46	2083	1.1751653838	380	4	4
47	3428	1.22306303319	462	3	3
48	4106	1.23446746067	762	2	2
49	924	1.14216122279	462	1	1
50	6073	1.31620874534	462	1	1
51	1283	1.09681495177	762	6	6
52	551	1.07077261639	58	6	6
53	929	1.24069079106	501	4	4
54	4180	1.43221767809	462	1	1
55	1726	1.1854322358	462	5	5
56	1914	0.969467277091	762	2	2
57	3676	1.0633857079	462	5	5
58	3862	1.09239220561	762	4	4
59	237	1.12526434645	462	5	5
60	4070	0.942974636257	462	3	3
61	2423	1.18635820717	150	1	1
62	872	1.22908587295	462	6	6
63	301	1.29601246219	58	3	3
64	1241	1.10090745264	462	5	5
65	5620	1.05335770404	762	3	3
66	1823	1.16622302337	762	5	5
67	4479	1.14338891619	762	2	2
68	109	1.41384092655	462	4	4
69	190	1.14739590816	489	2	2
70	2348	1.17453256525	598	1	1
71	1675	1.24834481769	762	5	5
72	4677	1.33351098433	462	3	3
73	248	1.32932563437	150	1	1
74	3892	1.11794788168	762	5	5
75	815	1.16085659261	462	3	3
76	1722	1.21662358267	489	1	1
77	1130	1.13210178226	462	1	1
78	453	1.23218952264	58	4	4
79	4104	1.34467201747	462	3	3
80	5033	1.11997454358	319	6	6
81	816	1.02433440883	489	2	2
82	1447	1.27693065926	762	4	4
83	3612	1.27931277973	506	3	3
84	3597	1.16245398829	762	4	4
85	4841	1.21935293969	462	5	5
86	5448	1.17005513022	462	2	2
87	5378	1.20932756468	762	5	5
88	229	1.20569093052	489	2	2
89	1321	1.09532491375	762	2	2
90	3336	1.25023404538	598	5	5
91	511	1.10070413276	58	6	6
92	2149	1.15273354303	462	2	2
93	1082	0.960028205524	380	5	5
94	4286	1.00023265796	462	3	3
95	1313	1.20647664892	319	4	4
96	1499	1.20478802895	762	5	5
97	187	0.946479539911	462	5	5
98	2326	1.03917162451	762	3	3
99	2210	1.12186589113	762	6	6
100	2852	1.08412213416	762	1	1
