1	135.754409632841	35.0075028429529
2	135.754379778	35.008333333
3	135.757223979874	35.0075028429529
4	135.757201889	35.008333333
5	135.755157299551	35.0075028429529
6	135.755154389	35.008333333
7	135.756633311543	35.0075028429529
8	135.756620417	35.008333333
9	135.753659983325	35.0075028429529
10	135.7536295	35.008333333
11	135.753018917	35.008333333
12	135.753024833	35.007957944
13	135.752684472	35.00796025
14	135.753032016388	35.0075028429529
15	135.752823925476	35.0075028429529
16	135.752563476563	35.0079610678194
17	135.752581424343	35.0075028429529
18	135.75258325	35.007822472
19	135.757524804196	35.0075028429529
20	135.757524806	35.00790375
21	135.754375528	35.008580556
22	135.757196694	35.008582861
23	135.755153972	35.008580806
24	135.756619556	35.008588833
25	135.753620944	35.008560306
26	135.753015333	35.008560611
27	135.758022281404	35.0120020431607
28	135.758022583	35.010800917
29	135.755854389	35.00858525
30	135.755838889	35.009836667
31	135.758032417	35.009825917
32	135.758056640625	35.0086092815597
33	135.75727625	35.008581667
34	135.757247972	35.009830833
35	135.7572415	35.010805028
36	135.75726059748	35.0120020431607
37	135.755152139	35.009818944
38	135.756610361	35.009836333
39	135.756591361	35.010796806
40	135.756592931891	35.0120020431607
41	135.752563476563	35.0097774164741
42	135.752583806	35.009777611
43	135.758056640625	35.009826061797
44	135.758056640625	35.0085838548734
45	135.755865083	35.010807667
46	135.755864923198	35.0120020431607
47	135.753623472	35.00978075
48	135.754245667	35.008583861
49	135.754233083	35.009771361
50	135.753493222	35.010990056
51	135.752692083	35.009777944
52	135.754227861	35.010986056
53	135.755141861	35.010876222
54	135.755137006148	35.0120020431607
55	135.752627417	35.010987444
56	135.753432336695	35.0120020431607
57	135.754193391693	35.0120020431607
58	135.752563476563	35.0085608334553
59	135.752563476563	35.0089541597072
60	135.758056640625	35.0108009340704
61	135.752563476563	35.0109826157571
62	135.752694361	35.007344556
63	135.752687611	35.006144806
64	135.752936667	35.004960556
65	135.752914611	35.003664667
66	135.755919417	35.003701611
67	135.755909944	35.004951417
68	135.754415639	35.00734725
69	135.757228556	35.007335917
