1	1 2
2	1 68
3	2 1
4	2 21
5	3 4
6	3 69
7	4 3
8	4 22
9	5 6
10	5 75
11	6 5
12	6 23
13	7 8
14	7 79
15	8 7
16	8 24
17	9 10
18	9 97
19	10 9
20	10 25
21	11 12
22	11 26
23	12 11
24	12 13
25	12 14
26	13 12
27	13 15
28	13 16
29	14 12
30	14 101
31	15 13
32	15 100
33	16 13
34	17 18
35	17 99
36	18 17
37	19 20
38	19 87
39	20 19
40	21 2
41	21 23
42	21 48
43	22 4
44	22 33
45	22 24
46	23 6
47	23 37
48	23 29
49	23 21
50	24 8
51	24 38
52	24 22
53	24 29
54	25 10
55	25 47
56	25 26
57	25 48
58	26 11
59	26 25
60	26 58
61	27 28
62	28 27
63	28 31
64	28 35
65	28 60
66	29 30
67	29 24
68	29 23
69	30 29
70	30 37
71	30 38
72	30 45
73	31 28
74	31 32
75	31 34
76	31 43
77	32 31
78	32 210
79	33 34
80	33 44
81	33 22
82	34 33
83	34 35
84	34 38
85	34 31
86	35 34
87	35 36
88	35 28
89	35 39
90	36 35
91	37 23
92	37 30
93	37 49
94	37 53
95	38 24
96	38 39
97	38 30
98	38 34
99	39 38
100	39 40
101	39 35
102	39 45
103	40 39
104	41 42
105	42 41
106	42 51
107	42 55
108	43 31
109	43 211
110	44 33
111	44 210
112	45 30
113	45 46
114	45 39
115	45 53
116	46 45
117	47 25
118	47 50
119	47 49
120	47 51
121	48 49
122	48 25
123	48 21
124	49 48
125	49 47
126	49 52
127	49 37
128	50 47
129	50 56
130	50 55
131	50 52
132	51 42
133	51 59
134	51 47
135	52 49
136	52 57
137	52 53
138	52 50
139	53 37
140	53 54
141	53 45
142	53 52
143	54 53
144	55 42
145	55 50
146	55 61
147	56 50
148	57 52
149	58 26
150	59 51
151	60 28
152	60 213
153	61 55
154	62 63
155	62 100
156	62 99
157	63 62
158	63 82
159	63 96
160	64 65
161	64 81
162	64 95
163	65 64
164	65 80
165	65 93
166	66 67
167	66 72
168	66 114
169	67 66
170	67 76
171	67 83
172	68 1
173	68 71
174	68 75
175	68 97
176	69 3
177	69 79
178	69 87
179	70 71
180	70 81
181	70 73
182	71 70
183	71 68
184	71 82
185	71 74
186	72 73
187	72 66
188	72 80
189	72 118
190	73 72
191	73 74
192	73 70
193	73 83
194	74 73
195	74 75
196	74 71
197	74 85
198	75 74
199	75 5
200	75 68
201	75 79
202	76 77
203	76 67
204	76 84
205	76 94
206	77 76
207	77 103
208	77 78
209	78 79
210	78 86
211	78 77
212	78 85
213	79 78
214	79 7
215	79 75
216	79 69
217	80 81
218	80 88
219	80 72
220	80 65
221	81 80
222	81 82
223	81 64
224	81 70
225	82 81
226	82 63
227	82 71
228	82 97
229	83 73
230	83 104
231	83 67
232	84 76
233	84 107
234	84 108
235	85 74
236	85 105
237	85 78
238	86 78
239	86 261
240	87 69
241	87 19
242	87 102
243	88 89
244	88 80
245	89 88
246	89 158
247	90 91
248	90 94
249	90 114
250	90 110
251	91 90
252	91 159
253	92 93
254	92 185
255	93 92
256	93 65
257	93 117
258	94 90
259	94 107
260	94 76
261	95 64
262	96 63
263	97 82
264	97 9
265	97 68
266	97 101
267	98 99
268	99 98
269	99 17
270	99 62
271	100 62
272	100 15
273	100 101
274	101 97
275	101 14
276	101 100
277	102 87
278	102 260
279	103 77
280	104 83
281	105 85
282	105 106
283	106 105
284	107 84
285	107 94
286	107 109
287	108 84
288	108 258
289	109 107
290	109 116
291	109 110
292	110 111
293	110 109
294	110 90
295	111 110
296	111 112
297	111 113
298	112 111
299	113 111
300	114 115
301	114 90
302	114 66
303	115 114
304	115 178
305	116 109
306	116 262
307	117 93
308	118 72
309	118 164
310	119 120
311	119 123
312	119 126
313	119 124
314	120 119
315	120 157
316	121 122
317	122 121
318	122 124
319	122 134
320	123 119
321	124 125
322	124 119
323	124 122
324	124 136
325	125 124
326	126 127
327	126 128
328	126 119
329	126 148
330	127 126
331	128 129
332	128 130
333	128 126
334	128 140
335	129 128
336	130 131
337	130 128
338	130 133
339	130 142
340	131 130
341	132 133
342	132 135
343	132 143
344	132 150
345	133 132
346	133 130
347	133 149
348	134 122
349	134 306
350	135 132
351	136 124
352	136 163
353	137 138
354	137 168
355	138 137
356	138 140
357	138 147
358	139 140
359	139 170
360	140 139
361	140 138
362	140 128
363	141 142
364	141 174
365	142 141
366	142 130
367	142 151
368	143 132
369	143 176
370	144 145
371	144 204
372	145 144
373	145 146
374	145 152
375	146 145
376	146 180
377	147 138
378	147 148
379	148 147
380	148 126
381	149 133
382	150 132
383	151 142
384	152 145
385	157 120
386	157 168
387	157 163
388	157 198
389	158 89
390	158 189
391	158 171
392	159 91
393	159 160
394	159 179
395	159 205
396	160 159
397	160 161
398	160 207
399	161 162
400	161 184
401	161 160
402	161 195
403	162 161
404	162 197
405	162 163
406	163 136
407	163 157
408	163 182
409	163 162
410	164 165
411	164 178
412	164 177
413	164 118
414	165 164
415	165 166
416	165 193
417	166 167
418	166 169
419	166 183
420	166 165
421	167 166
422	167 198
423	167 168
424	168 137
425	168 157
426	168 167
427	168 181
428	169 170
429	169 173
430	169 166
431	170 169
432	170 139
433	170 174
434	170 181
435	171 172
436	171 177
437	171 185
438	171 158
439	172 171
440	172 193
441	172 190
442	173 174
443	173 175
444	173 169
445	173 191
446	174 173
447	174 141
448	174 170
449	174 204
450	175 176
451	175 173
452	175 187
453	175 185
454	176 175
455	176 143
456	176 180
457	176 186
458	177 171
459	177 194
460	177 164
461	178 164
462	178 115
463	178 205
464	179 159
465	179 345
466	180 176
467	180 146
468	180 204
469	181 170
470	181 203
471	181 168
472	182 163
473	182 348
474	183 166
475	183 198
476	183 195
477	184 161
478	184 199
479	184 200
480	185 92
481	185 175
482	185 171
483	185 188
484	186 176
485	187 175
486	188 185
487	189 158
488	190 191
489	190 192
490	190 172
491	191 190
492	191 173
493	191 192
494	192 190
495	192 191
496	192 193
497	193 172
498	193 165
499	193 192
500	194 177
501	195 196
502	195 161
503	195 183
504	196 195
505	197 162
506	198 167
507	198 183
508	198 157
509	199 184
510	200 184
511	200 201
512	200 202
513	201 200
514	202 200
515	202 347
516	203 181
517	204 144
518	204 174
519	204 180
520	205 178
521	205 206
522	205 159
523	206 205
524	207 160
525	208 209
526	208 210
527	209 208
528	209 260
529	210 208
530	210 32
531	210 212
532	210 44
533	211 43
534	211 229
535	212 210
536	212 224
537	213 60
538	213 250
539	214 215
540	214 270
541	215 214
542	215 225
543	216 217
544	216 283
545	217 216
546	217 226
547	218 219
548	218 282
549	219 218
550	219 227
551	222 223
552	222 245
553	223 222
554	223 269
555	224 212
556	224 229
557	224 245
558	225 215
559	225 235
560	225 227
561	225 245
562	226 217
563	226 241
564	226 244
565	226 227
566	227 219
567	227 228
568	227 226
569	227 225
570	228 227
571	228 238
572	228 241
573	229 230
574	229 224
575	229 248
576	229 211
577	230 229
578	230 251
579	230 245
580	230 249
581	231 232
582	232 231
583	232 251
584	232 255
585	232 236
586	233 234
587	233 246
588	233 236
589	233 239
590	234 233
591	235 225
592	235 236
593	235 246
594	235 251
595	236 235
596	236 237
597	236 232
598	236 233
599	237 236
600	238 239
601	238 228
602	238 246
603	239 238
604	239 240
605	239 233
606	239 242
607	240 239
608	241 226
609	241 242
610	241 228
611	241 247
612	242 241
613	242 243
614	242 239
615	242 253
616	243 242
617	243 253
618	243 254
619	244 226
620	244 404
621	245 225
622	245 224
623	245 222
624	245 230
625	246 235
626	246 233
627	246 238
628	247 241
629	247 412
630	248 249
631	248 229
632	248 250
633	249 248
634	249 255
635	249 230
636	250 248
637	250 252
638	250 213
639	250 255
640	251 230
641	251 232
642	251 235
643	252 250
644	253 243
645	253 242
646	253 256
647	254 243
648	255 232
649	255 250
650	255 257
651	255 249
652	256 253
653	256 411
654	257 255
655	258 259
656	258 261
657	258 262
658	258 108
659	259 258
660	259 267
661	260 209
662	260 261
663	260 264
664	260 102
665	261 260
666	261 258
667	261 86
668	261 263
669	262 258
670	262 265
671	262 116
672	262 266
673	263 261
674	263 268
675	264 260
676	264 269
677	265 262
678	265 345
679	266 262
680	266 298
681	267 259
682	267 271
683	267 268
684	267 298
685	268 263
686	268 273
687	268 269
688	268 267
689	269 264
690	269 270
691	269 268
692	269 223
693	270 214
694	270 269
695	270 282
696	270 296
697	271 272
698	271 267
699	271 275
700	271 287
701	272 271
702	272 292
703	272 293
704	272 294
705	273 274
706	273 268
707	273 279
708	273 293
709	274 273
710	274 296
711	275 271
712	275 291
713	275 276
714	276 277
715	276 279
716	276 275
717	276 303
718	277 276
719	277 278
720	277 280
721	277 302
722	278 277
723	278 481
724	279 273
725	279 280
726	279 276
727	279 282
728	280 279
729	280 281
730	280 277
731	280 283
732	281 280
733	281 484
734	282 270
735	282 283
736	282 279
737	282 218
738	283 282
739	283 284
740	283 280
741	283 216
742	284 283
743	284 487
744	285 286
745	285 300
746	286 285
747	286 355
748	287 288
749	287 271
750	287 289
751	288 287
752	289 290
753	289 287
754	289 300
755	290 289
756	291 275
757	292 272
758	293 272
759	293 295
760	293 273
761	294 272
762	295 293
763	296 274
764	296 270
765	298 267
766	298 299
767	298 266
768	298 300
769	299 298
770	299 351
771	300 298
772	300 303
773	300 289
774	300 285
775	301 302
776	301 490
777	302 301
778	302 303
779	302 277
780	302 304
781	303 302
782	303 300
783	303 276
784	303 305
785	304 302
786	304 375
787	305 303
788	305 357
789	306 307
790	306 134
791	306 308
792	306 309
793	307 306
794	308 306
795	308 310
796	309 306
797	309 348
798	310 308
799	310 311
800	310 321
801	310 322
802	311 310
803	311 352
804	312 313
805	312 319
806	312 317
807	313 312
808	313 353
809	314 315
810	314 316
811	314 317
812	314 324
813	315 314
814	315 354
815	316 314
816	317 318
817	317 312
818	317 314
819	317 325
820	318 317
821	319 320
822	319 323
823	319 312
824	319 327
825	320 319
826	320 331
827	320 332
828	321 310
829	322 310
830	322 323
831	322 337
832	322 338
833	323 322
834	323 319
835	323 328
836	323 329
837	324 314
838	324 562
839	325 317
840	325 367
841	326 327
842	326 373
843	327 326
844	327 330
845	327 319
846	328 323
847	329 323
848	329 333
849	329 342
850	330 327
851	330 333
852	331 320
853	332 320
854	333 329
855	333 334
856	333 330
857	334 333
858	337 322
859	337 340
860	338 322
861	338 339
862	339 338
863	340 337
864	340 343
865	341 342
866	341 368
867	342 341
868	342 329
869	342 343
870	343 340
871	343 344
872	343 342
873	344 343
874	344 377
875	345 265
876	345 346
877	345 347
878	345 179
879	346 345
880	346 351
881	347 345
882	347 348
883	347 350
884	347 202
885	348 347
886	348 309
887	348 182
888	348 349
889	349 348
890	349 352
891	350 347
892	350 380
893	351 346
894	351 383
895	351 299
896	351 390
897	352 311
898	352 377
899	352 349
900	353 313
901	353 373
902	353 367
903	354 315
904	354 363
905	354 378
906	355 286
907	355 385
908	355 369
909	355 386
910	356 357
911	356 366
912	356 375
913	356 374
914	357 356
915	357 386
916	357 305
917	358 359
918	358 368
919	359 358
920	359 370
921	359 381
922	360 361
923	360 362
924	360 363
925	361 360
926	361 366
927	361 364
928	362 360
929	362 601
930	363 360
931	363 367
932	363 354
933	364 365
934	364 361
935	364 379
936	365 364
937	365 384
938	365 375
939	366 356
940	366 370
941	366 361
942	367 325
943	367 353
944	367 363
945	368 341
946	368 358
947	368 377
948	368 373
949	369 370
950	369 374
951	369 383
952	369 355
953	370 369
954	370 371
955	370 359
956	370 366
957	371 370
958	371 387
959	371 372
960	371 388
961	372 373
962	372 371
963	373 372
964	373 326
965	373 368
966	373 353
967	374 369
968	374 386
969	374 356
970	375 356
971	375 376
972	375 365
973	375 304
974	376 375
975	376 598
976	377 352
977	377 368
978	377 344
979	377 394
980	378 354
981	378 612
982	379 364
983	379 611
984	380 381
985	380 391
986	380 392
987	380 350
988	381 380
989	381 382
990	381 359
991	382 381
992	382 389
993	383 369
994	383 351
995	383 389
996	384 365
997	384 610
998	385 355
999	386 355
1000	386 374
1001	386 357
1002	387 371
1003	388 371
1004	389 382
1005	389 383
1006	390 351
1007	390 392
1008	391 380
1009	391 393
1010	392 380
1011	392 390
1012	393 391
1013	393 395
1014	394 377
1015	394 395
1016	395 394
1017	395 393
1018	396 397
1019	396 404
1020	397 396
1021	397 487
1022	398 399
1023	398 477
1024	399 398
1025	399 405
1026	400 401
1027	400 406
1028	401 400
1029	401 489
1030	402 403
1031	402 488
1032	403 402
1033	403 407
1034	404 396
1035	404 244
1036	404 422
1037	404 413
1038	405 399
1039	405 408
1040	405 406
1041	405 423
1042	406 400
1043	406 418
1044	406 405
1045	406 407
1046	407 403
1047	407 419
1048	407 406
1049	407 422
1050	408 409
1051	408 405
1052	408 414
1053	408 418
1054	409 408
1055	409 440
1056	410 411
1057	411 410
1058	411 412
1059	411 420
1060	411 256
1061	412 411
1062	412 413
1063	412 247
1064	412 419
1065	413 412
1066	413 424
1067	413 404
1068	414 408
1069	414 415
1070	414 417
1071	414 425
1072	415 414
1073	416 417
1074	417 416
1075	417 418
1076	417 420
1077	417 414
1078	418 417
1079	418 406
1080	418 419
1081	418 408
1082	419 407
1083	419 420
1084	419 412
1085	419 418
1086	420 419
1087	420 421
1088	420 411
1089	420 417
1090	421 420
1091	422 407
1092	422 424
1093	422 404
1094	423 405
1095	423 469
1096	424 422
1097	424 413
1098	425 414
1099	425 471
1100	426 427
1101	426 433
1102	426 431
1103	427 426
1104	427 429
1105	427 437
1106	428 429
1107	428 647
1108	429 428
1109	429 430
1110	429 427
1111	429 437
1112	430 429
1113	430 528
1114	431 432
1115	431 434
1116	431 426
1117	432 431
1118	432 437
1119	432 439
1120	433 426
1121	433 446
1122	434 431
1123	434 469
1124	435 436
1125	435 460
1126	435 444
1127	436 435
1128	436 650
1129	437 429
1130	437 438
1131	437 432
1132	437 427
1133	438 437
1134	438 526
1135	439 432
1136	439 516
1137	440 441
1138	440 451
1139	440 409
1140	441 440
1141	441 450
1142	441 448
1143	442 443
1144	442 464
1145	442 450
1146	443 442
1147	443 688
1148	444 445
1149	444 446
1150	444 435
1151	444 461
1152	445 444
1153	445 686
1154	446 433
1155	446 444
1156	446 447
1157	447 446
1158	447 448
1159	447 469
1160	448 449
1161	448 447
1162	448 441
1163	449 448
1164	450 441
1165	450 463
1166	450 461
1167	450 442
1168	451 440
1169	451 471
1170	451 472
1171	452 453
1172	452 466
1173	452 472
1174	453 452
1175	453 454
1176	453 472
1177	453 473
1178	454 453
1179	454 455
1180	455 456
1181	455 457
1182	455 454
1183	456 455
1184	457 455
1185	458 459
1186	458 474
1187	458 468
1188	459 458
1189	460 435
1190	460 697
1191	461 462
1192	461 450
1193	461 444
1194	462 461
1195	462 687
1196	463 450
1197	463 689
1198	464 465
1199	464 468
1200	464 442
1201	464 476
1202	465 464
1203	465 713
1204	466 467
1205	466 452
1206	466 471
1207	467 466
1208	467 468
1209	467 474
1210	468 467
1211	468 464
1212	468 458
1213	469 423
1214	469 447
1215	469 434
1216	470 471
1217	471 470
1218	471 451
1219	471 425
1220	471 466
1221	472 451
1222	472 452
1223	472 453
1224	473 453
1225	474 467
1226	474 475
1227	474 458
1228	475 474
1229	476 464
1230	477 478
1231	477 489
1232	477 479
1233	477 398
1234	478 477
1235	478 516
1236	479 480
1237	479 486
1238	479 477
1239	479 494
1240	480 479
1241	480 505
1242	481 278
1243	481 482
1244	481 484
1245	481 490
1246	482 481
1247	482 483
1248	482 485
1249	482 497
1250	483 482
1251	483 486
1252	483 499
1253	483 503
1254	484 281
1255	484 485
1256	484 487
1257	484 481
1258	485 484
1259	485 486
1260	485 482
1261	485 488
1262	486 485
1263	486 479
1264	486 489
1265	486 483
1266	487 284
1267	487 488
1268	487 397
1269	487 484
1270	488 487
1271	488 489
1272	488 485
1273	488 402
1274	489 488
1275	489 477
1276	489 401
1277	489 486
1278	490 481
1279	490 491
1280	490 497
1281	490 301
1282	491 490
1283	491 598
1284	492 493
1285	492 599
1286	493 492
1287	493 496
1288	493 498
1289	493 503
1290	494 495
1291	494 479
1292	494 503
1293	495 494
1294	495 544
1295	496 493
1296	496 497
1297	496 501
1298	496 499
1299	497 496
1300	497 490
1301	497 482
1302	497 500
1303	498 493
1304	498 538
1305	499 483
1306	499 496
1307	500 497
1308	500 607
1309	501 496
1310	501 502
1311	502 501
1312	502 603
1313	503 504
1314	503 483
1315	503 493
1316	503 494
1317	504 503
1318	504 514
1319	505 480
1320	505 508
1321	505 516
1322	505 545
1323	506 507
1324	506 510
1325	506 509
1326	506 529
1327	507 506
1328	507 726
1329	508 509
1330	508 505
1331	508 527
1332	509 508
1333	509 506
1334	509 513
1335	510 506
1336	510 528
1337	510 552
1338	511 512
1339	511 621
1340	512 511
1341	512 537
1342	512 538
1343	513 509
1344	513 525
1345	513 545
1346	514 515
1347	514 504
1348	514 549
1349	514 546
1350	515 514
1351	515 525
1352	515 547
1353	516 517
1354	516 478
1355	516 505
1356	516 439
1357	517 516
1358	517 526
1359	517 527
1360	518 519
1361	518 523
1362	518 538
1363	519 518
1364	519 520
1365	519 524
1366	520 519
1367	520 553
1368	520 542
1369	521 522
1370	521 550
1371	521 547
1372	522 521
1373	522 524
1374	522 523
1375	523 518
1376	523 550
1377	523 522
1378	524 522
1379	524 519
1380	524 531
1381	525 515
1382	525 513
1383	525 546
1384	526 517
1385	526 438
1386	526 548
1387	527 508
1388	527 517
1389	527 548
1390	528 430
1391	528 510
1392	528 552
1393	529 506
1394	529 532
1395	529 536
1396	530 531
1397	530 532
1398	530 547
1399	531 530
1400	531 533
1401	531 524
1402	532 530
1403	532 529
1404	532 535
1405	533 531
1406	533 534
1407	533 553
1408	534 535
1409	534 533
1410	535 534
1411	535 536
1412	535 532
1413	536 535
1414	536 543
1415	536 529
1416	537 512
1417	538 498
1418	538 542
1419	538 518
1420	538 512
1421	539 540
1422	539 807
1423	540 539
1424	540 541
1425	540 543
1426	541 540
1427	541 542
1428	541 553
1429	542 538
1430	542 541
1431	542 520
1432	543 540
1433	543 536
1434	544 495
1435	544 545
1436	544 546
1437	545 544
1438	545 505
1439	545 513
1440	546 544
1441	546 525
1442	546 514
1443	547 515
1444	547 549
1445	547 521
1446	547 530
1447	548 526
1448	548 551
1449	548 527
1450	549 514
1451	549 547
1452	549 550
1453	550 521
1454	550 523
1455	550 549
1456	551 548
1457	551 552
1458	552 551
