5000 6
1	1	0.7735810278775734	778	637	637 1 0
2	1	1.3697430167383353	425	410	410 1 0
3	1	1.1032890937317104	550	488	488 1 0
4	1	1.6312090188811716	533	637	637 1 0
5	1	1.245634862931028	138	136	136 1 0
6	1	1.502689392642472	677	660	660 1 0
7	1	1.2267864163130224	68	82	82 1 0
8	1	0.8076323718599114	467	410	410 1 0
9	1	1.6244187625984916	23	82	82 1 0
10	1	1.3244661272317144	210	259	259 1 0
11	1	1.0039425614649542	178	265	265 1 0
12	1	1.0908485416221494	474	410	410 1 0
13	1	1.321443034081862	71	82	82 1 0
14	1	0.9276624747171681	269	296	296 1 0
15	1	1.0359620902389048	443	410	410 1 0
16	1	1.1688126625935171	400	488	488 1 0
17	1	1.22697567396835	648	660	660 1 0
18	1	1.2173110391199848	399	488	488 1 0
19	1	1.367836293737477	825	637	637 1 0
20	1	1.1527721471370738	64	95	95 1 0
21	1	1.2117592816202687	80	95	95 1 0
22	1	1.259800206688835	818	637	637 1 0
23	1	1.4527069304987819	694	660	660 1 0
24	1	1.3817093852203022	577	605	605 1 0
25	1	1.1150056483051454	52	56	56 1 0
26	1	1.192550610266666	244	488	488 1 0
27	1	1.448175462630827	232	246	246 1 0
28	1	1.1464740503680504	344	370	370 1 0
29	1	0.8481733549643455	781	637	637 1 0
30	1	1.3685627730184773	901	886	886 1 0
31	1	1.2544006599075785	700	660	660 1 0
32	1	0.953276225775902	664	660	660 1 0
33	1	0.9277296491967502	762	660	660 1 0
34	1	1.2081861837412007	858	834	834 1 0
35	1	1.2286803724913782	726	637	637 1 0
36	1	1.4170296028649119	756	660	660 1 0
37	1	0.9744786709828964	50	56	56 1 0
38	1	1.257535110486497	263	259	259 1 0
39	1	0.6977306331626059	792	637	637 1 0
40	1	1.1177948839832799	59	56	56 1 0
41	1	1.352025341795229	150	204	204 1 0
42	1	1.0133485725449785	145	204	204 1 0
43	1	0.9033191215294987	458	410	410 1 0
44	1	1.2647772498374505	405	488	488 1 0
45	1	1.1229912396993198	132	204	204 1 0
46	1	1.2144123035440382	161	136	136 1 0
47	1	1.1853617654995126	690	660	660 1 0
48	1	1.2843263213516587	802	886	886 1 0
49	1	1.3042195154921845	105	82	82 1 0
50	1	1.1703779217849164	789	637	637 1 0
51	1	1.0379427952479112	844	834	834 1 0
52	1	1.5235116393325967	416	410	410 1 0
53	1	1.2518235041514418	696	660	660 1 0
54	1	1.290146293899602	796	637	637 1 0
55	1	0.8653566728921078	837	886	886 1 0
56	1	0.8330966373549815	373	370	370 1 0
57	1	0.982044808614234	330	370	370 1 0
58	1	0.9100448333054068	832	834	834 1 0
59	1	0.9302169965258311	339	370	370 1 0
60	1	0.990060128080732	673	660	660 1 0
61	1	0.9855526179421553	243	410	410 1 0
62	1	0.9843637716854019	529	637	637 1 0
63	1	1.3336387350993248	630	637	637 1 0
64	1	0.9730537603130214	278	488	488 1 0
65	1	1.1835874549310619	920	834	834 1 0
66	1	1.1664852780466946	711	660	660 1 0
67	1	1.10053756113672	931	886	886 1 0
68	1	1.439408128032691	640	637	637 1 0
69	1	1.212522104636316	902	886	886 1 0
70	1	1.392451275211726	352	136	136 1 0
71	1	1.0069789144486978	849	834	834 1 0
72	1	1.2731063535895926	205	265	265 1 0
73	1	1.3718092834730709	720	660	660 1 0
74	1	1.1260757353445663	499	605	605 1 0
75	1	1.0247510305430079	659	660	660 1 0
76	1	1.2194091111587482	778	637	637 1 0
77	1	1.0985040606157845	33	259	259 1 0
78	1	1.4724845998372202	331	370	370 1 0
79	1	1.1634447317024916	412	246	246 1 0
80	1	1.4285957746197093	481	488	488 1 0
81	1	1.2361020764540944	822	637	637 1 0
82	1	1.3714035334275299	251	246	246 1 0
83	1	1.1139051881872415	438	488	488 1 0
84	1	1.6000566087270034	35	252	252 1 0
85	1	0.9391966248589849	553	637	637 1 0
86	1	1.1199236379295847	408	488	488 1 0
87	1	1.419693114358428	714	660	660 1 0
88	1	1.232273431387026	489	488	488 1 0
89	1	0.9222971226782434	533	637	637 1 0
90	1	0.7115796529735294	941	886	886 1 0
91	1	0.9045597743087589	238	246	246 1 0
92	1	1.4213843262448786	915	637	637 1 0
93	1	1.2116027832582774	276	274	274 1 0
94	1	0.7586068333124583	888	886	886 1 0
95	1	1.1270595437207844	559	605	605 1 0
96	1	1.060123738534742	172	204	204 1 0
97	1	1.4896429364832118	33	259	259 1 0
98	1	1.2638177361416711	896	886	886 1 0
99	1	1.1044825272312686	922	637	637 1 0
100	1	1.089319824081778	238	246	246 1 0
