0.0	0	-0.1289496123790741	-0.1289496123790741	-0.1289496123790741	-0.1289496123790741	-0.1289496123790741	-0.1289496123790741
0.0	1	-0.21957501769065857	-0.22215068340301514	-0.22086285054683685	-0.34852463006973267	-0.35110029578208923	-0.34981244802474976
0.0	2	-0.2054208219051361	-0.24964337050914764	-0.22753208875656128	-0.5539454221725464	-0.6007436513900757	-0.577344536781311
0.0	3	-0.23239436745643616	-0.2992957830429077	-0.26584506034851074	-0.7863397598266602	-0.9000394344329834	-0.8431895971298218
0.0	4	-0.15794481337070465	-0.3301617503166199	-0.24405327439308167	-0.9442845582962036	-1.230201244354248	-1.087242841720581
0.0	5	-0.29135802388191223	-0.4753086566925049	-0.38333332538604736	-1.2356425523757935	-1.705509901046753	-1.470576286315918
0.0	6	-0.4288577139377594	-0.7835671305656433	-0.6062124371528625	-2.019209623336792	-2.1343677043914795	-2.0767886638641357
0.0	7	-0.6865285038948059	-0.8367875814437866	-0.7616580724716187	-2.8208961486816406	-2.855997085571289	-2.838446617126465
0.0	8	-0.3333333432674408	-1.0	-0.6666666865348816	-3.1542294025421143	-3.855997085571289	-3.505113124847412
0.0	9	-0.26726725697517395	-1.0	-0.6336336135864258	-3.421496629714966	-4.855997085571289	-4.138746738433838
0.0	10	-0.8793969750404358	-1.0	-0.9396984577178955	-4.300893783569336	-5.855997085571289	-5.0784454345703125
0.0	11	-1.0	-1.0	-1.0	-5.300893783569336	-6.855997085571289	-6.0784454345703125
0.0	12	-1.0	-1.0	-1.0	-6.300893783569336	-7.855997085571289	-7.0784454345703125
0.0	13	-1.0	-1.0	-1.0	-7.300893783569336	-8.855997085571289	-8.078445434570312
0.0	14	-1.0	-1.0	-1.0	-8.300893783569336	-9.855997085571289	-9.078445434570312
0.0	15	-1.0	-1.0	-1.0	-9.300893783569336	-10.855997085571289	-10.078445434570312
0.0	16	-1.0	-1.0	-1.0	-10.300893783569336	-11.855997085571289	-11.078445434570312
0.0	17	-1.0	-1.0	-1.0	-11.300893783569336	-12.855997085571289	-12.078445434570312
0.0	18	-1.0	-1.0	-1.0	-12.300893783569336	-13.855997085571289	-13.078445434570312
0.0	19	-1.0	-1.0	-1.0	-13.300893783569336	-14.855997085571289	-14.078445434570312
0.0	20	-1.0	-1.0	-1.0	-14.300893783569336	-15.855997085571289	-15.078445434570312
0.0	21	-1.0	-1.0	-1.0	-15.300893783569336	-16.85599708557129	-16.078445434570312
0.0	22	-1.0	-1.0	-1.0	-16.300893783569336	-17.85599708557129	-17.078445434570312
0.0	23	-1.0	-1.0	-1.0	-17.300893783569336	-18.85599708557129	-18.078445434570312
0.0	24	-1.0	-1.0	-1.0	-18.300893783569336	-19.85599708557129	-19.078445434570312
0.0	25	-1.0	-1.0	-1.0	-19.300893783569336	-20.85599708557129	-20.078445434570312
0.0	26	-1.0	-1.0	-1.0	-20.300893783569336	-21.85599708557129	-21.078445434570312
0.0	27	-1.0	-1.0	-1.0	-21.300893783569336	-22.85599708557129	-22.078445434570312
0.0	28	-1.0	-1.0	-1.0	-22.300893783569336	-23.85599708557129	-23.078445434570312
1.0	29	-1.0	-1.0	-1.0	-0.0	-0.0	0.0
1.0	0	-0.1289496123790741	-0.1289496123790741	-0.1289496123790741	-0.1289496123790741	-0.1289496123790741	-0.1289496123790741
1.0	1	-0.2215067595243454	-0.22215068340301514	-0.22182872891426086	-0.3504563570022583	-0.35110029578208923	-0.35077834129333496
1.0	2	-0.21683309972286224	-0.24964337050914764	-0.23323823511600494	-0.5679333806037903	-0.6000997424125671	-0.5840165615081787
1.0	3	-0.23063381016254425	-0.2957746386528015	-0.2632042169570923	-0.7985671758651733	-0.8958743810653687	-0.847220778465271
1.0	4	-0.2045670747756958	-0.28258800506591797	-0.24357753992080688	-1.0031342506408691	-1.1784623861312866	-1.0907983779907227
1.0	5	-0.40740740299224854	-0.4358024597167969	-0.4216049313545227	-1.438936710357666	-1.5858697891235352	-1.5124032497406006
1.0	6	-0.8216432929039001	-0.9559118151664734	-0.8887775540351868	-2.394848585128784	-2.40751314163208	-2.4011807441711426
1.0	7	-0.984455943107605	-1.0	-0.9922279715538025	-3.3793044090270996	-3.40751314163208	-3.39340877532959
1.0	8	-0.879879891872406	-1.0	-0.9399399757385254	-4.25918436050415	-4.40751314163208	-4.333348751068115
1.0	9	-0.5915915966033936	-1.0	-0.7957957983016968	-4.850775718688965	-5.40751314163208	-5.129144668579102
1.0	10	-1.0	-1.0	-1.0	-5.850775718688965	-6.40751314163208	-6.129144668579102
1.0	11	-1.0	-1.0	-1.0	-6.850775718688965	-7.40751314163208	-7.129144668579102
1.0	12	-1.0	-1.0	-1.0	-7.850775718688965	-8.407512664794922	-8.129144668579102
1.0	13	-1.0	-1.0	-1.0	-8.850775718688965	-9.407512664794922	-9.129144668579102
1.0	14	-1.0	-1.0	-1.0	-9.850775718688965	-10.407512664794922	-10.129144668579102
1.0	15	-1.0	-1.0	-1.0	-10.850775718688965	-11.407512664794922	-11.129144668579102
1.0	16	-1.0	-1.0	-1.0	-11.850775718688965	-12.407512664794922	-12.129144668579102
