1	6.491001372962456
1	7.531849926554176
1	7.531849926554176
1	7.531849926554176
1	6.491001372962456
1	6.491001372962456
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-23.154750345086264
1	-25.53968184923149
1	-21.983583750824884
1	-21.691289396350562
1	-25.53968184923149
1	-23.095628871999658
1	-20.13374535594419
1	-25.53968184923149
1	-25.53968184923149
1	-25.53968184923149
1	-18.29242777169418
1	-23.74802178912565
1	-25.53968184923149
1	-18.29242777169418
1	-23.74802178912565
1	-25.53968184923149
1	-18.29242777169418
1	-23.74802178912565
0	-25.53968184923149
0	-18.29242777169418
0	-23.74802178912565
0	-25.53968184923149
0	-25.53968184923149
0	-18.29242777169418
0	-23.74802178912565
0	-25.53968184923149
0	-18.29242777169418
0	-23.74802178912565
0	-25.53968184923149
0	-18.29242777169418
0	-23.74802178912565
0	-25.53968184923149
0	-18.29242777169418
0	-23.74802178912565
0	-25.53968184923149
0	-18.29242777169418
0	-23.74802178912565
