1	267	259	45.641281	0.773581	1.098039
29	271	267	102.628976	0.848173	0.000000
32	267	259	119.534428	0.393376	2.595994
33	261	258	78.857020	0.927730	0.156863
39	273	268	6.279576	0.697731	0.156863
55	267	259	64.687470	0.865357	1.254902
62	267	259	100.405105	0.984364	0.941176
67	267	259	97.947843	1.100538	0.941176
71	267	259	77.033846	0.975000	1.411765
85	261	258	28.175899	0.939197	0.627451
89	267	259	19.368240	0.922297	0.784314
126	267	259	109.989625	1.133914	0.784314
127	267	259	62.772094	0.971445	1.098039
147	261	258	48.851034	0.977021	0.000000
157	267	259	84.224370	1.060361	1.098039
169	267	259	0.754223	0.754223	1.254902
214	267	259	110.353179	0.919610	0.627451
215	267	259	46.169278	1.003680	0.941176
219	261	258	119.276631	1.146891	0.470588
221	267	259	76.282934	0.975000	1.411765
231	261	258	33.355131	1.010762	0.784314
232	267	259	54.991107	0.872875	0.941176
240	261	258	119.685729	0.949887	0.313725
243	267	259	103.600560	1.180418	0.941176
270	267	259	120.953800	0.965155	0.000000
303	267	259	69.433298	0.899884	0.941176
330	261	258	99.990394	0.925837	0.156863
347	267	259	4.506767	0.901353	0.941176
373	267	259	40.691345	0.946310	0.784314
374	267	259	85.038253	0.895140	0.941176
385	267	259	29.073059	0.937841	0.627451
404	267	259	23.917797	1.039904	0.784314
411	267	259	59.393906	0.973671	1.098039
419	267	259	36.763895	0.942664	0.784314
459	267	259	68.983833	0.815849	1.254902
465	267	259	60.226401	0.863721	0.941176
492	267	259	73.013715	0.975000	1.411765
511	267	259	86.469857	0.919892	0.784314
529	261	258	11.930689	0.917745	0.313725
574	261	258	70.528178	1.052659	0.313725
596	267	259	27.137878	0.935789	0.470588
614	267	259	88.795402	1.130081	0.784314
617	267	259	111.267530	0.836598	0.156863
647	267	259	32.044151	0.745213	0.941176
662	267	259	8.026803	0.891867	0.470588
680	268	267	126.546532	0.937382	0.000000
691	273	268	41.944455	0.762626	0.000000
692	271	267	102.061330	0.836568	0.156863
727	267	259	103.489940	0.995096	0.627451
735	261	258	73.230045	0.822809	0.313725
761	261	258	92.934211	0.808124	0.000000
767	261	258	33.795260	0.866545	0.627451
811	267	259	75.636249	0.975000	1.411765
825	267	259	7.277406	0.909676	0.470588
857	267	259	82.277180	1.007351	1.098039
884	261	258	80.261907	1.003274	0.000000
888	279	273	123.383013	0.659802	0.000000
899	267	259	79.951205	1.004337	1.254902
901	267	259	43.078456	1.001825	0.941176
917	261	258	100.821997	1.018404	0.000000
985	267	259	5.352724	0.892121	0.627451
986	261	258	39.345078	1.035397	0.313725
1013	267	259	81.026538	0.980416	1.254902
1043	267	259	72.462177	1.100325	1.098039
1047	271	267	129.959534	0.799462	1.637164
1053	267	259	1.833714	0.916857	1.098039
1078	271	267	113.005590	0.889808	0.784314
1098	267	259	83.111906	1.113781	1.254902
1125	271	267	116.474964	0.869216	0.313725
1198	267	259	37.867055	0.946676	0.784314
1207	267	259	118.918756	0.511809	2.217269
1217	258	259	17.831462	0.849117	0.196404
1276	267	259	101.764027	1.071200	1.098039
1278	267	259	80.356930	0.803569	1.411765
1299	267	259	46.330143	0.842366	0.784314
1337	258	259	8.959311	0.995479	0.156863
1348	261	258	17.908084	0.942531	0.156863
1355	267	259	93.116465	0.789123	0.470588
1375	271	267	130.578154	0.722543	1.760317
1454	261	258	36.030528	0.857870	0.470588
1457	268	263	109.304577	0.860666	0.000000
1467	267	259	42.544510	0.945434	1.098039
1559	267	259	69.091668	0.975000	1.411765
1585	267	259	106.474510	1.023793	1.098039
1601	267	259	54.970526	0.964395	0.941176
1610	271	267	126.005086	0.940336	0.784314
1653	267	259	64.350248	0.997279	1.254902
1662	271	267	87.201822	0.814970	0.156863
1663	267	259	88.545727	0.994896	0.941176
1669	246	233	59.779340	0.586072	0.000000
1675	267	259	6.718610	0.959801	0.470588
1731	267	259	57.201301	1.059283	0.784314
1753	267	259	120.466214	0.337500	2.823529
1765	411	410	109.571678	0.788285	0.000000
1800	267	259	120.023653	0.277320	3.117855
1835	267	259	90.208717	0.980530	0.627451
1849	271	267	95.445752	0.808862	0.000000
1861	267	259	53.472391	1.008913	1.098039
1864	273	268	97.445510	0.854785	0.000000
1897	261	258	3.686469	0.921617	0.000000
1962	267	259	25.382495	0.976250	0.470588
2006	267	259	105.607605	0.942925	1.254902
2010	267	259	3.584844	0.896211	0.941176
2024	267	259	84.995038	0.995819	1.098039
2031	261	258	15.324611	1.021641	0.313725
2061	261	258	45.015355	1.023076	0.156863
2072	261	258	66.112007	0.893406	0.627451
2100	261	258	133.108964	0.964558	0.000000
2103	261	258	91.428978	0.932949	0.313725
2104	271	267	72.385343	0.778337	0.000000
2120	267	259	35.463455	0.933249	0.784314
2128	267	259	33.928377	0.827521	0.784314
2133	272	271	57.452498	0.755954	0.000000
2188	271	267	131.046028	0.885569	1.448922
2208	267	259	78.629555	0.914297	1.254902
2212	261	258	20.272705	0.965367	0.156863
2245	273	293	26.454279	0.714981	0.000000
2250	261	258	25.445398	1.017816	0.313725
2269	274	273	52.170956	0.668858	0.000000
2273	261	258	132.050502	1.039768	0.233093
2306	261	258	39.485409	0.774224	0.156863
2307	267	259	93.072014	1.068231	0.627451
2319	258	259	21.774400	1.030182	0.000000
2320	267	259	31.605907	0.957755	0.784314
2351	263	261	10.653860	0.968533	0.000000
2384	274	273	35.283928	0.578425	0.000000
2394	258	259	1.102098	1.102098	0.313725
2442	271	267	111.608830	0.871944	0.627451
2444	494	479	22.881504	0.544798	0.000000
2510	268	267	113.110508	0.876826	0.000000
2514	267	259	51.760039	0.976605	0.941176
2565	261	258	127.174390	1.156131	0.313725
2588	299	298	2.280944	0.760315	0.000000
2609	267	259	59.052266	0.877433	1.254902
2636	267	259	0.933539	0.933539	1.098039
2691	267	259	0.000000	0.897922	0.941176
2717	261	258	58.309454	0.988296	0.000000
2741	267	259	15.641473	0.920087	0.470588
2743	280	279	48.074218	0.667697	0.000000
2779	261	258	37.422018	0.959539	0.313725
2804	268	267	95.479427	0.844951	0.000000
2845	267	259	66.760114	0.967421	1.254902
2894	261	258	112.999359	1.027267	0.156863
2923	267	259	0.000000	0.958259	0.000000
2944	268	267	124.760890	0.891149	0.083333
2952	261	258	128.691042	1.029528	0.313725
2954	271	267	116.315182	0.881176	0.470588
2983	271	267	67.979288	0.790457	0.156863
3079	268	267	92.055241	0.844543	0.083333
3124	261	258	124.473223	1.003816	0.313725
3167	267	259	88.483520	0.983150	1.098039
3170	267	259	107.172635	0.931936	0.941176
3186	267	259	74.886067	0.963767	1.411765
3197	267	259	103.577514	1.125843	0.784314
3199	267	259	60.905192	0.894389	1.098039
3214	267	259	4.926751	0.985350	0.784314
3259	267	259	53.641228	0.975295	0.941176
3274	267	259	16.679456	0.981144	0.313725
3299	293	272	1.553974	0.776987	0.000000
3315	267	259	13.121302	1.009331	0.627451
3326	267	259	48.484006	1.077422	0.784314
3410	267	259	85.942342	0.991497	0.784314
3427	484	281	28.655108	0.636780	0.000000
3428	261	258	92.748938	0.820787	0.156863
3450	267	259	111.179523	1.100787	0.313725
3463	267	259	38.894049	0.948635	0.470588
3519	267	259	25.192321	0.933049	0.627451
3532	267	259	96.760541	0.912835	0.627451
3541	267	259	70.396643	0.991159	1.098039
3564	272	271	43.885437	0.843951	0.000000
3568	261	258	30.144595	0.861274	0.627451
3575	267	259	112.478317	0.929573	0.000000
3671	267	259	48.290315	0.862327	0.627451
3674	267	259	22.642518	0.905701	0.784314
3729	261	258	118.312281	1.037827	0.470588
3743	261	258	69.742089	0.905741	0.470588
3752	267	259	92.235329	0.913221	0.784314
3768	267	259	25.944784	0.960918	0.470588
3789	267	259	72.136505	0.889707	1.254902
3838	268	263	94.701861	0.845552	0.000000
3840	267	259	63.804397	0.881371	1.411765
3847	271	267	87.409525	0.809347	0.000000
3854	267	259	1.958315	0.979157	0.941176
3872	258	259	16.925270	0.995604	0.322060
3953	267	259	101.112227	0.919202	1.098039
3962	267	259	106.682801	1.035755	1.098039
3998	267	259	38.244092	0.956102	0.627451
4021	267	259	93.990589	0.912530	0.313725
4023	267	259	50.111383	0.963680	0.941176
4029	267	259	56.002214	1.056646	0.784314
4100	267	259	69.164123	0.986438	1.098039
4171	242	253	3.277463	0.655493	0.000000
4172	261	258	88.258735	1.063358	0.470588
4214	267	259	14.676987	1.048356	0.627451
